,FORMATTED_CONTENT,CLASS
6305,You give us back my id proof and lt gt rs We wont allow you to work We will come to your home within days,0
6306,bot notes oredi Cos i juz rem i got,0
6307,Yes Rent is very expensive so its the way we save,0
6308,Night has ended for another day morning has come in a special way May you smile like the sunny rays and leaves your worries at the blue blue bay Gud mrng,0
6309,Hows the pain dear y r u smiling,0
6310,Fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like hits,0
6311,important information orange user xxxxxxx today is your lucky day find out why log onto http www urawinner com THERE S A FANTASTIC SURPRISE AWAITING YOU,1
6312,Sorry I can t help you on this,0
6313,Great So should i send you my account number,0
6314,HELLOGORGEOUS HOWS U MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN WARD C IN U MRW LUV JAZ,0
6315,Our dating service has been asked contact U by someone shy CALL NOW all will be revealed POBox M UZ p,1
6316,only send me the contents page,0
6317,Night sweet sleep well I ve just been to see The Exorcism of Emily Rose and may never sleep again Hugs and snogs,0
6318,Don t Think About What u Have Got Think About How to Use It That You Have Got gooD ni,0
6319,I can t right this second gotta hit people up first,0
6320,Evry Emotion dsn t hav Words Evry Wish dsn t hav Prayrs If u Smile D World is wit u Othrwise even d Drop of Tear dsn t lik Stay wit u So b happy Good morning keep smiling,0
6321,So what about you What do you remember,0
6322,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane Wtf Poop,0
6323,Mm yes dear look how i am hugging you both P,0
6324,I like dis sweater fr mango but no more my size already so irritating,0
6325,I don t have her number and its gonna be a massive pain in the ass and i d rather not get involved if that s possible,0
6326,Anytime lor,0
6327,Do you want a new Video handset any time any network mins UNLIMITED TEXT Camcorder Reply or Call now for del Sat AM,1
6328,Purity of friendship between two is not about smiling after reading the forwarded message Its about smiling just by seeing the name Gud evng,0
6329,Ur balance is now Next question Complete the landmark Big A Bob B Barry or C Ben Text A B or C to Good luck,1
6330,Me fine absolutly fine,0
6331,K and you re sure I don t have to have consent forms to do it V,0
6332,Ur TONEXS subscription has been renewed and you have been charged You can choose more polys this month www clubzed co uk BILLING MSG,1
6333,If you don t your prize will go to another customer T C at www t c biz p min Polo Ltd Suite London W J HL Please call back if busy,1
6334,How much is torch in ja,0
6335,Doing nothing then u not having dinner w us,0
6336,How are you Just checking up on you,0
6337,Done it but internet connection v slow and can t send it Will try again later or first thing tomo,0
6338,Mathews or tait or edwards or anderson,0
6339,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number Joke,0
6340,No need lar i go engin Cos my sis at arts today,0
6341,Thanks honey but still haven t heard anything I will leave it a bit longer so not crowd him and will try later great advice thanks hope cardiff is still there,0
6342,Do you want a New Nokia i Colour Phone Delivered Tomorrow With FREE minutes to any mobile FREE text FREE camcorder Reply or Call,1
6343,im On the snowboarding trip I was wondering if your planning to get everyone together befor we go a meet and greet kind of affair Cheers,0
6344,S i m watching it in live,0
6345,see you then we re all christmassy here,0
6346,K I m ready lt gt,0
6347,Do you know why god created gap between your fingers So that One who is made for you comes amp fills those gaps by holding your hand with LOVE,0
6348,The greatest test of courage on earth is to bear defeat without losing heart gn tc,0
6349,what are your new years plans,0
6350,RECPT You have ordered a Ringtone Your order is being processed,1
6351,Baaaaaaaabe Wake up I miss you I crave you I need you,0
6352,Only just got this message not ignoring you Yes i was Shopping that is,0
6353,Dear why you mood off I cant drive so i brother to drive,0
6354,When did dad get back,0
6355,Can you tell Shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there She should ask someone to check Sagamu for the same thing and lautech Its vital she completes her medical education in Nigeria Its less expensive much less expensive Unless she will be getting citizen rates in new zealand,0
6356,Yes just finished watching days of our lives I love it,0
6357,Juz go google n search qet,0
6358,Many times we lose our best ones bcoz we are,0
6359,Good FRIENDS CaRE for each Other CLoSE Friends UNDERSTaND each Other and TRUE Friends STaY forever beyond words beyond time Gud ni,0
6360,Just getting back home,0
6361,Sorry I ll call later lt gt mins,0
6362,Dun need to use dial up juz open da browser n surf,0
6363,As one of our registered subscribers u can enter the draw a G B gift voucher by replying with ENTER To unsubscribe text STOP,1
6364,Awesome plan to get here any time after like lt gt I ll text you details in a wee bit,0
6365,Take care and sleep well you need to learn to change in life you only need to get CONVINCED on that i will wait but no more conversations between us GET CONVINCED by that time Your family is over for you in many senses respect them but not overemphasise or u have no role in my life,0
6366,For your chance to WIN a FREE Bluetooth Headset then simply reply back with ADP,1
6367,You also didnt get na hi hi hi hi hi,0
6368,Ya but it cant display internal subs so i gotta extract them,0
6369,If i said anything wrong sorry de,0
6370,Sad story of a Man Last week was my b day My Wife did nt wish me My Parents forgot n so did my Kids I went to work Even my Colleagues did not wish,0
6371,How stupid to say that i challenge god You dont think at all on what i write instead you respond immed,0
6372,Yeah I should be able to I ll text you when I m ready to meet up,0
6373,V skint too but fancied few bevies waz gona go meet othrs in spoon but jst bin watchng planet earth sofa is v comfey If i dont make it hav gd night,0
6374,says that he s quitting at least times a day so i wudn t take much notice of that Nah she didn t mind Are you gonna see him again Do you want to come to taunton tonight U can tell me all about,0
6375,When you get free call me,0
6376,How have your little darlings been so far this week Need a coffee run tomo Can t believe it s that time of week already,0
6377,Ok i msg u b i leave my house,0
6378,Still at west coast Haiz ll take forever to come back,0
6379,MMM Fuck Merry Christmas to me,0
6380,alright Thanks for the advice Enjoy your night out I ma try to get some sleep,0
6381,Update your face book status frequently,0
6382,Just now saw your message it k da,0
6383,Was it something u ate,0
6384,So what did the bank say about the money,0
6385,Aiyar dun disturb u liao Thk u have lots do aft ur cupboard come,0
6386,Hey they r not watching movie tonight so i ll prob b home early,0
6387,Yar lor How u noe U used dat route too,0
6388,mro i am not coming to gym machan Goodnight,0
6389,Dont think you need yellow card for uk travel Ask someone that has gone before If you do its just lt gt bucks,0
6390,Can u look me in da lib i got stuff havent finish yet,0
6391,Sounds great Im going to sleep now Have a good night,0
6392,Don t b floppy b snappy happy Only gay chat service with photo upload call p min stop our texts call,1
6393,House Maid is the murderer coz the man was murdered on lt gt th January As public holiday all govt instituitions are closed including post office understand,0
6394,How come u got nothing to do,0
6395,Nothing will ever be easy But don t be looking for a reason not to take a risk on life and love,0
6396,i want to grasp your pretty booty,0
6397,I ve got it down to a tea not sure which flavour,0
6398,I m going orchard now laready me reaching soon U reaching,0
6399,Dear i am not denying your words please,0
6400,You know my old Dom I told you about yesterday His name is Roger He got in touch with me last night and wants me to meet him today at pm,0
6401,COME BACK TO TAMPA FFFFUUUUUUU,0
6402,celebrate my b day y else,0
6403,Merry christmas to u too annie,0
6404,Please tell me you have some of that special stock you were talking about,0
6405,I sent them Do you like,0
6406,Urgent UR awarded a complimentary trip to EuroDisinc Trav Aco Entry Or To claim txt DIS to moreFrmMob ShrAcomOrSglSuplt LS AJ,1
6407,Awesome be there in a minute,0
6408,And that is the problem You walk around in julianaland oblivious to what is going on around you I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do It s not that you don t know why I m upset it s that you don t listen when i tell you WHAT is going to upset me Then you want to be surprised when I m mad,0
6409,I ve told you everything will stop Just dont let her get dehydrated,0
6410,Or I guess lt gt min,0
6411,I m home Ard wat time will u reach,0
6412,Storming msg Wen u lift d phne u say HELLO Do u knw wt is d real meaning of HELLO It s d name of a girl Yes And u knw who is dat girl Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone Moral One can get d name of a person bt not his girlfrnd G o o d n i g h t,0
6413,If you want to mapquest it or something look up usf dogwood drive that s the tiny street where the parking lot is,0
6414,Aight should I just plan to come up later tonight,0
6415,Die I accidentally deleted e msg i suppose put in e sim archive Haiz I so sad,0
6416,Welcome to UK mobile date this msg is FREE giving you free calling to Future mgs billed at p daily To cancel send go stop to,1
6417,This is wishing you a great day Moji told me about your offer and as always i was speechless You offer so easily to go to great lengths on my behalf and its stunning My exam is next friday After that i will keep in touch more Sorry,0
6418,Thanks again for your reply today When is ur visa coming in And r u still buying the gucci and bags My sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money Later sha,0
6419,Sorry I flaked last night shit s seriously goin down with my roommate what you up to tonight,0
6420,He said i look pretty wif long hair wat But i thk he s cutting quite short me leh,0
6421,Ranjith cal drpd Deeraj and deepak min hold,0
6422,CHEERS FOR CALLIN BABE SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,0
6423,Hey u still at the gym,0
6424,She said do u mind if I go into the bedroom for a minute OK I sed in a sexy mood She came out minuts latr wid a cake n My Wife,0
6425,Much better now thanks lol,0
6426,Nothing smsing u n xy lor Sorry lor da guys neva c u in person but they sort of know u lor So u wan meet them xy ask me bring u along our next meeting,0
6427,Lemme know when I can swing by and pick up I m free basically any time after all this semester,0
6428,Wa U so efficient Gee Thanx,0
6429,You have received your mobile content Enjoy,1
6430,S but not able to sleep,0
6431,Want explicit SEX in secs Ring now Costs p min,1
6432,We will meet soon princess Ttyl,0
6433,I ll pick you up at about pm to go to taunton if you still want to come,0
6434,Oh only outside players allowed to play know,0
6435,I anything lor,0
6436,Erutupalam thandiyachu,0
6437,Y cant u try new invention to fly i m not joking,0
6438,No its ful of song lyrics,0
6439,What do u reckon as need arrange transport if u can t do it thanks,0
6440,True lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,0
6441,Shopping Eh ger i toking abt syd leh Haha,0
6442,What not under standing,0
6443,have good weekend,0
6444,Miss call miss call khelate kintu opponenter miss call dhorte lage Thats d rule One with great phone receiving quality wins,0
6445,Call me when you get the chance plz lt,0
6446,The new deus ex game comin early next yr,0
6447,My computer just fried the only essential part we don t keep spares of because my fucking idiot roommates looovvve leaving the thing running on full lt gt,0
6448,My friend she s studying at warwick we ve planned to go shopping and to concert tmw but it may be canceled havn t seen for ages yeah we should get together sometime,0
6449,Probably a couple hours tops,0
6450,LOL grins I m not babe but thanks for thinking of me,0
6451,Man this bus is so so so slow I think you re gonna get there before me,0
6452,Hope this text meets you smiling If not then let this text give you a reason to smile Have a beautiful day,0
6453,In case you wake up wondering where I am I forgot I have to take care of something for grandma today should be done before the parade,0
6454,Ok,0
6455,Latest Nokia Mobile or iPOD MP Player proze GUARANTEED Reply with WIN to now Norcorp Ltd Mtmsgrcvd,1
6456,SMS SERVICES for your inclusive text credits pls goto www comuk net login qxj unsubscribe with STOP no extra charge help COMUK CM AE,1
6457,Nvm take ur time,0
6458,So wat s da decision,0
6459,Wot is u up then bitch,0
6460,Stupid its not possible,0
6461,She told to hr that he want posting in chennai because i m working here,0
6462,Mobile Club Choose any of the top quality items for your mobile cfca a,1
6463,When are you guys leaving,0
6464,He neva grumble but i sad lor Hee Buy tmr lor aft lunch But we still meetin lunch tmr a not Neva hear fr them lei got a lot of work ar,0
6465,Not able to do anything,0
6466,takin linear algebra today,0
6467,This weekend is fine an excuse not to do too much decorating,0
6468,Sorry I missed you babe I was up late and slept in I hope you enjoy your driving lesson boytoy I miss you too teasing kiss,0
6469,Now project pa After that only i can come,0
6470,Money i have won wining number wot do i do next,1
6471,Sure whenever you show the fuck up gt,0
6472,That was random saw my old roomate on campus He graduated,0
6473,Congrats mobile G Videophones R yours call now videochat wid ur mates play java games Dload polyH music noline rentl bx ip we pm,1
6474,Men always needs a beautiful intelligent caring loving adjustable cooperative wife But the law allows only one wife,0
6475,That sucks So what do you got planned for your yo valentine I am your yo valentine aren t I,0
6476,Just got part Nottingham hrs miles Good thing i love my man so much but only doing mph Hey ho,0
6477,What to think no one saying clearly Ok leave no need to ask her I will go if she come or not,0
6478,Hi good mornin Thanku wish u d same,0
6479,DO U WANT MEET UP MORRO,0
6480,Actually I decided I was too hungry so I haven t left yet V,0
6481,I ve sent my part,0
6482,Cos i was out shopping wif darren jus now n i called him ask wat present he wan lor Then he started guessing who i was wif n he finally guessed darren lor,0
6483,I want some cock My hubby s away I need a real man satisfy me Txt WIFE to for no strings action Txt STOP end txt rec ea OTBox LA WS,1
6484,Understand his loss is my gain so do you work School,0
6485,HOW ARE U I HAVE MISSED U I HAVENT BEEN UP MUCH A BIT BORED WITH THE HOLIDAY WANT GO BAK COLLEGE SAD ISNT IT xx,0
6486,Hiya probably coming home weekend after next,0
6487,Don t forget though that I love you And I walk beside you Watching over you and keeping your heart warm,0
6488,I wish things were different I wonder when i will be able to show you how much i value you Pls continue the brisk walks no drugs without askin me please and find things to laugh about I love you dearly,0
6489,Ok both our days So what are you making for dinner tonite Am I invited,0
6490,Gr new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone details text horny to to cancel send STOP to,1
6491,I have no money steve mate,0
6492,IM LATE TELLMISS IM ON MY WAY,0
6493,Never blame a day in ur life Good days give u happiness Bad days give u experience Both are essential in life All are Gods blessings good morning,0
6494,Normally i use to drink more water daily,0
6495,Dare i ask Any luck with sorting out the car,0
6496,Party s at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,0
6497,Urgh coach hot smells of chip fat Thanks again especially for the duvet not a predictive text word,0
6498,Hiya How was last night I ve been naughty and bought myself clothes and very little Ready for more shopping tho What kind of time do you wanna meet,0
6499,FreeMsg Hi baby wow just got a new cam moby Wanna C a hot pic or Fancy a chat Im w in uTxt rply CHAT to Hlp Msg p rcv,1
6500,I ve been trying to reach him without success,0
6501,when you and derek done with class,0
6502,Never y lei I v lazy Got wat Dat day send me da url cant work one,0
6503,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes Always remember a STUPID FRIEND is here to share BSLVYL,0
6504,Hey mate Spoke to the mag people We re on the is deliver by the end of the month Deliver on the th sept Talk later,0
6505,Hope you are having a good week Just checking in,0
6506,Haha my friend tyler literally just asked if you could get him a dubsack,0
6507,Hey do u fancy meetin me at at cha hav a lil beverage on me if not txt or ring me and we can meet up l r quite tired got in at v pist love Pete x x x,0
6508,Great Have a safe trip Dont panic surrender all,0
6509,SYMPTOMS when U are in love U like listening songs U get stopped where u see the name of your beloved U won t get angry when your,0
6510,Sun ah Thk mayb can if dun have anythin on Thk have to book e lesson E pilates is at orchard mrt u noe hor,0
6511,Try to do something dear You read something for exams,0
6512,wonders in My WORLD th You th Ur style th Ur smile th Ur Personality rd Ur Nature nd Ur SMS and st Ur Lovely Friendship good morning dear,0
6513,Gettin rdy to ship comp,0
6514,I am in hospital da I will return home in evening,0
6515,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT NOW READ IT BACKWARDS,0
6516,Think da You wil do,0
6517,I m awake oh What s up,0
6518,Good afternoon my boytoy How goes that walking here and there day Did you get that police abstract Are you still out and about I wake and miss you babe,0
6519,How much u trying to get,0
6520,Come around lt DECIMAL gt pm vikky i m otside nw il come by tht time,0
6521,Tell me again what your address is,0
6522,Honeybee Said I m d Sweetest in d World God Laughed amp Said Wait U Havnt Met d Person Reading This Msg MORAL Even GOD Can Crack Jokes GM GN GE GN,0
6523,Should i buy him a blackberry bold or torch Should i buy him new or used Let me know Plus are you saying i should buy the lt gt g wifi ipad And what are you saying about the about the lt gt g,0
6524,But you were together so you should be thinkin about him,0
6525,hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me,0
6526,At WHAT TIME should i come tomorrow,0
6527,Wanna have a laugh Try CHIT CHAT on your mobile now Logon by txting the word CHAT and send it to No CM PO Box London W A ZF p msg rcvd,1
6528,CHA QUITEAMUZING THAT SCOOL BABE PROBPOP IN CU SATTHEN HUNNY BREKKIE LOVE JEN XXX PSXTRA LRG PORTIONS ME PLEASE,0
6529,Omg how did u know what I ate,0
6530,URGENT This is the nd attempt to contact U U have WON CALL b t csBCM WC N XX callcost ppmmobilesvary max,1
6531,but your not here,0
6532,Not directly behind Abt rows behind,0
6533,Congratulations ur awarded of CD vouchers or gift guaranteed Free entry wkly draw txt MUSIC to,1
6534,Had your contract mobile Mnths Latest Motorola Nokia etc all FREE Double Mins Text on Orange tariffs TEXT YES for callback no to remove from records,1
6535,Urgent call from your landline Your complimentary Ibiza Holiday or cash await collection SAE T Cs PO BOX SK WP ppm,1
6536,No plans yet What are you doing,0
6537,Hi My engagement has been fixd on lt gt th of next month I know its really shocking bt hmm njan vilikkam t ws al of a sudn,0
6538,Not course Only maths one day one chapter with in one month we can finish,0
6539,Wow didn t think it was that common I take it all back ur not a freak Unless u chop it off,0
6540,For ur chance to win a wkly shopping spree TXT SHOP to T s C s www txt shop com custcare x p wk,1
6541,Noooooooo please Last thing I need is stress For once in your life be fair,0
6542,U have a Secret Admirer who is looking make contact with U find out who they R reveal who thinks UR so special call on stopsms ppm,1
6543,Mila age blonde new in UK I look sex with UK guys if u like fun with me Text MTALK to pp txt st free increments Help,1
6544,I ll see if I can swing by in a bit got some things to take care of here firsg,0
6545,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person I ll make a trip to Ptbo for that I hope everything is good with you babe and I love ya,0
6546,Have you not finished work yet or something,0
6547,Tomorrow i am not going to theatre So i can come wherever u call me Tell me where and when to come tomorrow,0
6548,Well done ENGLAND Get the official poly ringtone or colour flag on yer mobile text TONE or FLAG to NOW Opt out txt ENG STOP Box W WX,1
6549,Right it wasnt you who phoned it was someone with a number like yours,0
6550,It s ok i wun b angry Msg u aft i come home tonight,0
6551,I had a good time too Its nice to do something a bit different with my weekends for a change See ya soon,0
6552,Yo sorry was in the shower sup,0
6553,Carlos is down but I have to pick it up from him so I ll swing by usf in a little bit,0
6554,Full heat pa i have applyed oil pa,0
6555,I m stuck in da middle of da row on da right hand side of da lt,0
6556,Have you laid your airtel line to rest,0
6557,Hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing,0
6558,FreeMsg Txt CALL to No claim your reward of hours talk time to use from your phone now Subscribe GBP mnth inc hrs stop txtStop,1
6559,Hey j r u feeling any better hopeSo hunny i amnow feelin ill ithink i may have tonsolitusaswell damn iam layin in bedreal bored lotsof luv me xxxx,0
6560,And I don t plan on staying the night but I prolly won t be back til late,0
6561,THANX PUTTIN DA FONE DOWN ON ME,0
6562,I need an th but I m off campus atm could I pick up in an hour or two,0
6563,Oh Haha Den we shld had went today too Gee nvm la Kaiez i dun mind goin jazz oso Scared hiphop open cant catch up,0
6564,Been running but only managed minutes and then needed oxygen Might have to resort to the roller option,0
6565,We live in the next lt gt mins,0
6566,Y de asking like this,0
6567,Just glad to be talking to you,0
6568,Wat time finish,0
6569,Sorry da I gone mad so many pending works what to do,0
6570,How much you got for cleaning,0
6571,hows my favourite person today r u workin hard couldn t sleep again last nite nearly rang u at,0
6572,Sunshine Quiz Win a super Sony DVD recorder if you canname the capital of Australia Text MQUIZ to B,1
6573,called dad oredi,0
6574,Good do you think you could send me some pix I would love to see your top and bottom,0
6575,Nvm I m going to wear my sport shoes anyway I m going to be late leh,0
6576,Sorry I ll call later In meeting,0
6577,THIS IS A LONG FUCKIN SHOWR,0
6578,Received understood n acted upon,0
6579,They finally came to fix the ceiling,0
6580,U need my presnts always bcz U cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha That mns prabha is LOVE Got it Dont mis me,0
6581,Jus finish blowing my hair U finish dinner already,0
6582,I m on the bus Love you,0
6583,Lol I knew that I saw him in the dollar store,0
6584,Please call our customer service representative on between am pm as you have WON a guaranteed cash or prize,1
6585,Todays Voda numbers ending with are selected to receive a reward If you have a match please call quoting claim code standard rates apply,1
6586,Only saturday and sunday holiday so its very difficult,0
6587,Everybody had fun this evening Miss you,0
6588,Got hella gas money want to go on a grand nature adventure with galileo in a little bit,0
6589,I m in a meeting call me later at,0
6590,Oh wow thats gay Will firmware update help,0
6591,These won t do Have to move on to morphine,0
6592,How come i din c Yup i cut my hair,0
6593,K k pa Had your lunch aha,0
6594,Oh ho Is this the first time u use these type of words,0
6595,Captain vijaykanth is doing comedy in captain tv he is drunken,0
6596,Of course I guess god s just got me on hold right now,0
6597,Do you hide anythiing or keeping distance from me,0
6598,Havent,0
6599,You are being ripped off Get your mobile content from www clubmoby com call poly true Pix Ringtones Games six downloads for only,1
6600,Sorry i din lock my keypad,0
6601,Did u got that persons story,0
6602,Are you planning to come chennai,0
6603,We tried to contact you re your reply to our offer of a Video Phone anytime any network mins Half Price Line Rental Camcorder Reply or call,1
6604,God created gap btwn ur fingers so dat sum vry special will fill those gaps by holding ur hands Now plz dont ask y he created so much gap between legs,0
6605,We are okay Going to sleep now Later,0
6606,Please protect yourself from e threats SIB never asks for sensitive information like Passwords ATM SMS PIN thru email Never share your password with anybody,0
6607,Finally it has happened Aftr decades BEER is now cheaper than PETROL The goverment expects us to DRINK But don t DRIVE,0
6608,A XMAS REWARD IS WAITING FOR YOU Our computer has randomly picked you from our loyal mobile customers to receive a reward Just call,1
6609,Where r e meeting tmr,0
6610,Lol yes But it will add some spice to your day,0
6611,Hope you are having a great day,0
6612,Our Prasanth ettans mother passed away last night Just pray for her and family,0
6613,K I ll work something out,0
6614,PRIVATE Your Account Statement for shows un redeemed S I M points Call Identifier Code Expires,1
6615,This message is from a great Doctor in India Do not drink APPY FIZZ It contains Cancer causing age,0
6616,I cant pick the phone right now Pls send a message,0
6617,You call him and tell now infront of them Call him now,0
6618,Ok no prob,0
6619,Ladies first and genus second k,0
6620,No Yes please Been swimming,0
6621,Mum not going robinson already,0
6622,Ok set let u noe e details later,0
6623,Not tel software name,0
6624,I send the print outs da,0
6625,IM REALY SOZ IMAT MY MUMS NITE WHAT ABOUT MORO,0
6626,When I was born GOD said Oh No Another IDIOT When you were born GOD said OH No COMPETITION Who knew one day these two will become FREINDS FOREVER,0
6627,I didnt get ur full msg sometext is missing send it again,0
6628,Probably not I m almost out of gas and I get some cash tomorrow,0
6629,Customer service announcement We recently tried to make a delivery to you but were unable to do so please call to re schedule Ref,1
6630,I forgot ask all smth There s a card on da present lei How all want write smth or sign on it,0
6631,I m leaving my house now,0
6632,Hi babe its Chloe how r u I was smashed on saturday night it was great How was your weekend U been missing me SP visionsms com Text stop to stop p text,1
6633,ready then call me,0
6634,Wewa is Iriver All mb,0
6635,It is a good thing I m now getting the connection to bw,0
6636,Sry da jst nw only i came to home,0
6637,That s cool he ll be here all night lemme know when you re around,0
6638,Are you staying in town,0
6639,Haha yeah oz is kind of a shitload,0
6640,Ok u can take me shopping when u get paid D,0
6641,My life Means a lot to me Not because I love my life But because I love the people in my life The world calls them friends I call them my World Ge,0
6642,Alright we ll bring it to you see you in like lt gt mins,0
6643,But pls dont play in others life,0
6644,Eatin my lunch,0
6645,Hmmm but you should give it on one day,0
6646,Didn t try g and I decided not to head out,0
6647,Ok no prob,0
6648,Surly ill give it to you while coming to review,0
6649,By march ending i should be ready But will call you for sure The problem is that my capital never complete How far with you How s work and the ladies,0
6650,Tessy pls do me a favor Pls convey my birthday wishes to Nimya pls dnt forget it Today is her birthday Shijas,0
6651,Pls give her the food preferably pap very slowly with loads of sugar You can take up to an hour to give it And then some water Very very slowly,0
6652,URGENT Your Mobile No was awarded a Bonus Caller Prize on This is our nd attempt to contact YOU Call BOX QU,1
6653,A guy who gets used but is too dumb to realize it,0
6654,Okey dokey i ll be over in a bit just sorting some stuff out,0
6655,Don no da whats you plan,0
6656,Yes fine,0
6657,WIN We have a winner Mr T Foley won an iPod More exciting prizes soon so keep an eye on ur mobile or visit www win co uk,1
6658,I liked the new mobile,0
6659,Anytime,0
6660,Mmmmmmm snuggles into you deep contented sigh whispers I fucking love you so much I can barely stand it,0
6661,Yar but they say got some error,0
6662,Hey anyway i have to,0
6663,Wow so healthy Old airport rd lor Cant thk of anything else But i ll b bathing my dog later,0
6664,Wif my family booking tour package,0
6665,Did you say bold then torch later Or one torch and bold,0
6666,Haha awesome I might need to take you up on that what you doin tonight,0
6667,Ya i knw u vl giv its ok thanks kano anyway enjoy wit ur family wit st salary,0
6668,Huh so slow i tot u reach long ago liao U more days only i more leh,0
6669,Thats cool princess I will cover your face in hot sticky cum,0
6670,Big brother s really scraped the barrel with this shower of social misfits,0
6671,Oops i thk i dun haf enuff I go check then tell,0
6672,S min to go for lunch,0
6673,Hey What happened U switch off ur cell d whole day This isnt good Now if u do care give me a call tomorrow,0
6674,K will do addie amp I are doing some art so I ll be here when you get home,0
6675,My uncles in Atlanta Wish you guys a great semester,0
6676,Aiyo Her lesson so early I m still sleepin haha Okie u go home liao den confirm w me lor,0
6677,Forgot to tell smth Can like number the sections so that it s clearer,0
6678,Yup Anything lor if u dun wan it s ok,0
6679,I m home my love If your still awake loving kiss,0
6680,HELLO PEACH MY CAKE TASTS LUSH,0
6681,FREE GAME Get Rayman Golf FREE from the O Games Arcade st get UR games settings Reply POST then save activ Press key for Arcade Termsapply,1
6682,There ll be a minor shindig at my place later tonight you interested,0
6683,Jason says it s cool if we pick some up from his place in like an hour,0
6684,Had your mobile mths Update to the latest Camera Video phones for FREE KEEP UR SAME NUMBER Get extra free mins texts Text YES for a call,1
6685,I Career Tel have added u as a contact on INDYAROCKS COM to send FREE SMS To remove from phonebook sms NO to lt gt,0
6686,I ve reached already,0
6687,I dont know ask to my brother Nothing problem some thing that Just i told,0
6688,K eng rocking in ashes,0
6689,Wat time r going to xin s hostel,0
6690,Good Morning my Dear Shijutta Have a great amp successful day,0
6691,Buy Space Invaders a chance win orig Arcade Game console Press for Games Arcade std WAP charge See o co uk games Terms settings No purchase,1
6692,Oh k after that placement there ah,0
6693,Not for possession especially not first offense,0
6694,Nt only for driving even for many reasons she is called BBD thts it chikku then hw abt dvg cold heard tht vinobanagar violence hw is the condition and hw ru Any problem,0
6695,I bought the test yesterday Its something that lets you know the exact day u ovulate when will get u in about to wks But pls pls dont fret I know u r worried Pls relax Also is there anything in ur past history u need to tell me,0
6696,We have pizza if u want,0
6697,I keep seeing weird shit and bein all woah then realising it s actually reasonable and I m all oh,0
6698,Many more happy returns of the day I wish you happy birthday,0
6699,Ya very nice be ready on thursday,0
6700,I am in hospital da I will return home in evening,0
6701,Thinking of u x,0
6702,Camera You are awarded a SiPix Digital Camera call fromm landline Delivery within days,1
6703,Orh i tot u say she now still dun believe,0
6704,When you just put in the sign choose my number and the pin will show Right,0
6705,The beauty of life is in next second which hides thousands of secrets I wish every second will be wonderful in ur life gud n,0
6706,Thanx u darlin im cool thanx A few bday drinks nite morrow off Take care c u soon xxx,0
6707,If you re still up maybe leave the credit card so I can get gas when I get back like he told me to,0
6708,Your weekly Cool Mob tones are ready to download This weeks new Tones include Crazy Frog AXEL F Akon Lonely Black Eyed Dont P More info in n,1
6709,Well boy am I glad G wasted all night at applebees for nothing,0
6710,Cashbin co uk Get lots of cash this weekend www cashbin co uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away These,1
6711,Ok lor Or u wan me go look u,0
6712,U wan haf lunch i m in da canteen now,0
6713,Don t make life too stressfull Always find time to Laugh It may not add years to your Life But surely adds more life to ur years Gud ni swt dreams,0
6714,hey looks like I was wrong and one of the kappa guys numbers is still on my phone if you want I can text him and see if he s around,0
6715,URGENT Your Mobile number has been awarded with a prize GUARANTEED Call from land line Claim Valid hrs only ppm,1
6716,Thanks your continued support Your question this week will enter u in our draw cash Name the NEW US President txt ans to,1
6717,I m home Doc gave me pain meds says everything is fine,0
6718,It s only ard rest all ard at least Which is price bedrm,0
6719,Me too Have a lovely night xxx,0
6720,Prepare to be pleasured,0
6721,Hi technical support providing assistance to us customer through call and email,0
6722,if you text on your way to cup stop that should work And that should be BUS,0
6723,Whens your radio show,0
6724,Your unique user ID is For removal send STOP to customer services,1
6725,I m not sure if its still available though,0
6726,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,0
6727,CHEERS LOU YEAH WAS A GOODNITE SHAME U NEVA CAME C YA GAILxx,0
6728,Hi i got the money da,0
